"time","tx_b","rx_b"
1,0,0
2,0,0
3,0,0
4,70,70
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,5559,16507
59,28445,115384
60,28942,118656
61,28891,130901
62,29257,109836
63,30601,108852
64,30588,124203
65,30525,113628
66,29171,108242
67,30609,135158
68,30699,124397
69,26630,122126
70,26511,124051
71,27472,164496
72,26700,116236
73,27981,136706
74,28000,153751
75,31674,161598
76,28919,123782
77,29662,142584
78,28603,122186
79,29091,134361
80,29961,135722
81,29100,142129
82,28639,155014
83,29490,164701
84,27604,162163
85,27840,172032
86,28604,201135
87,28092,166090
88,28019,191709
89,20963,151340
90,28059,223012
91,27512,191580
92,27922,211897
93,27410,216145
94,25749,235000
95,26842,225414
96,24881,171655
97,21562,161151
98,24283,209399
99,23882,280897
100,25002,227496
101,21497,160160
102,12246,109594
103,29365,185693
104,24746,297742
105,26086,271704
106,27670,199488
107,23921,198609
108,11673,105604
109,30401,259303
110,29867,293578
111,28602,240054
112,28982,243025
113,27708,233755
114,26342,213308
115,27498,254642
116,28206,208563
117,26156,198851
118,28663,226169
119,24900,233464
120,28631,211132
121,27068,168020
122,15384,126528
123,33297,242890
124,31744,248391
125,32953,218763
126,26451,201517
127,33493,239511
128,34046,245123
129,33356,246622
130,31569,235859
131,33680,216475
132,31491,198619
133,31766,234707
134,32342,191422
135,28970,181494
136,14718,102384
137,27248,163263
138,30041,157990
139,29228,163066
140,30813,158792
141,27823,152327
142,27762,134888
143,27615,126101
144,27844,157866
145,28244,138568
146,28494,150852
147,28000,164361
148,30167,169669
149,29789,168393
150,29176,175359
151,29030,152427
152,31401,194755
153,25297,146662
154,9356,46580
155,28637,155796
156,28277,184457
157,28723,145339
158,28980,174485
159,29674,162083
160,29476,163894
161,30520,158381
162,31240,159268
163,29501,153496
164,30636,156211
165,30402,129574
166,29133,152731
167,29427,137547
168,30956,132970
169,28257,142575
170,21952,94264
171,0,0
172,0,0
173,0,0
174,0,0
175,0,0
176,0,0
177,0,0
178,0,0
179,0,0
180,0,0
181,0,0
182,0,0
183,0,0
184,0,0
185,0,0
186,0,0
187,0,0
188,0,0
189,0,0
190,0,0
191,0,0
192,0,0
193,0,0
194,0,0
195,0,0
196,0,0
197,0,0
198,0,0
199,0,0
200,0,0
201,0,0
202,0,0
203,0,0
204,0,0
205,0,0
206,0,0
207,0,0
208,0,0
