"time","tx_b","rx_b"
1,0,70
2,0,0
3,0,0
4,70,70
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,21581,86094
60,27977,113549
61,29684,112521
62,29113,137515
63,30207,108525
64,30718,113454
65,30172,125801
66,29561,104801
67,30485,115515
68,32029,148868
69,28423,111736
70,28873,132452
71,28116,162339
72,27761,128917
73,27917,133657
74,28228,148512
75,28870,165600
76,29593,124164
77,28182,124559
78,28291,137033
79,28017,116526
80,29587,134107
81,26927,142015
82,29065,121888
83,29496,165312
84,27646,165617
85,27454,165292
86,29710,202204
87,28385,189058
88,28292,181287
89,25159,159474
90,25204,189480
91,27677,239369
92,28852,218546
93,28767,190690
94,28032,266669
95,26657,245694
96,26010,193811
97,22390,165671
98,20717,181042
99,24105,239586
100,25992,276428
101,24490,198647
102,5815,47872
103,27919,182433
104,24552,229796
105,24084,291555
106,26390,252836
107,27167,213686
108,18550,159807
109,13988,124818
110,29520,268383
111,30653,305987
112,31184,263659
113,33016,295489
114,30612,218361
115,29268,272848
116,30862,244109
117,29618,200166
118,29182,228646
119,25039,238265
120,27308,206214
121,27496,184138
122,19096,151222
123,16859,109173
124,27877,208824
125,27567,210345
126,30537,204432
127,25232,186145
128,34218,234771
129,33970,242218
130,31587,233397
131,29214,230889
132,29126,199028
133,27494,171685
134,28323,190825
135,27376,190119
136,27314,159194
137,26746,169976
138,10978,63335
139,28464,188178
140,28981,152457
141,30964,162474
142,33137,185044
143,29879,147386
144,29523,148771
145,30888,155022
146,28735,149319
147,29816,151908
148,29810,155083
149,29783,176532
150,31368,181657
151,29445,163634
152,30499,175490
153,31601,194737
154,30283,166116
155,7768,50937
156,28089,160915
157,27284,171508
158,30550,166838
159,28875,170070
160,28851,152764
161,31502,159724
162,30065,164045
163,30468,159342
164,30580,153636
165,31728,162066
166,30675,131347
167,29676,155284
168,30100,136658
169,31569,129144
170,29633,136100
171,19680,84560
172,0,0
173,0,0
174,0,0
175,0,0
176,0,0
177,0,0
178,0,0
179,0,0
180,0,0
181,0,0
182,0,0
183,0,0
184,0,0
185,0,0
186,0,0
187,0,0
188,0,0
189,0,0
190,0,0
191,0,0
192,0,0
193,0,0
194,0,0
195,0,0
196,0,0
197,0,0
198,0,0
199,0,0
200,0,0
201,0,0
202,0,0
203,0,0
204,0,0
205,0,0
206,0,0
207,0,0
208,0,0
209,0,0
210,0,0
211,0,0
212,0,0
213,0,0
214,0,0
215,0,0
216,0,0
217,0,0
218,0,0
219,0,0
220,0,0
221,0,0
222,0,0
223,0,0
224,0,0
225,0,0
226,0,0
227,0,0
228,0,0
229,0,0
230,0,0
231,0,0
232,0,0
233,0,0
234,0,0
235,0,0
236,0,0
237,0,0
238,0,0
239,0,0
240,0,0
241,0,0
242,0,0
243,0,0
244,0,0
245,0,0
246,0,0
247,0,0
248,0,0
249,0,0
250,0,0
251,0,0
252,0,0
253,0,0
254,0,0
255,0,0
256,0,0
257,0,0
258,0,0
259,0,0
260,0,0
261,0,0
262,0,0
263,0,0
264,0,0
265,0,0
266,0,0
267,0,0
268,0,0
269,0,0
270,0,0
271,0,0
272,0,0
273,0,0
274,0,0
275,0,0
276,0,0
277,0,0
278,0,0
279,0,0
280,0,0
281,0,0
282,0,0
283,0,0
284,0,0
285,0,0
286,0,0
287,0,0
288,0,0
289,0,0
290,0,0
291,0,0
292,0,0
293,0,0
294,0,0
295,0,0
296,0,0
297,0,0
298,0,0
299,0,0
300,0,0
301,0,0
302,0,0
303,0,0
304,0,0
305,0,0
306,0,0
307,0,0
308,0,0
309,0,0
310,0,0
311,0,0
312,0,0
313,0,0
314,0,0
315,0,0
316,0,0
317,0,0
318,0,0
319,0,0
320,0,0
321,0,0
322,0,0
323,0,0
324,0,0
325,0,0
326,0,0
327,0,0
328,0,0
329,0,0
330,0,0
331,0,0
332,0,0
333,0,0
334,0,0
335,0,0
336,0,0
337,0,0
338,0,0
339,0,0
340,0,0
341,0,0
342,0,0
343,0,0
344,0,0
345,0,0
346,0,0
347,0,0
348,0,0
349,0,0
350,0,0
351,0,0
352,0,0
353,0,0
354,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,0,0
360,0,0
361,0,0
362,0,0
363,0,0
364,0,0
365,0,0
366,0,0
367,0,0
368,0,0
369,0,0
370,0,0
371,0,0
372,0,0
373,0,0
374,0,0
375,0,0
376,0,0
377,0,0
378,0,0
379,0,0
380,0,0
381,0,0
382,0,0
383,0,0
384,0,0
385,0,0
386,0,0
387,0,0
388,0,0
389,0,0
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,0,0
396,0,0
397,0,0
398,0,0
399,0,0
400,0,0
401,0,0
402,0,0
403,0,0
404,0,0
405,0,0
406,0,0
407,0,0
408,0,0
409,0,0
410,0,0
411,0,0
412,0,0
413,0,0
414,0,0
415,0,0
416,0,0
417,0,0
418,0,0
419,0,0
420,0,0
421,0,0
422,0,0
423,0,0
424,0,0
425,0,0
426,0,0
427,0,0
428,0,0
